Endereços,Descrições,Metros Quadrados,Quartos,Banheiros,Vagas,Atributos,Preços
"Avenida General Francisco Glicério - José Menino, Santos - SP","Apartamento com  Quarto para Venda/Aluguel 80",  80,  1,  1,  1,"['Churrasqueira', 'Elevador', 'Playground', 'Salão de festas', 'Quadra poliesportiva', '...']",   R$ 3.000 /Mês  Preço abaixo do mercado  
"Avenida Agenor Couto de Magalhães, 222 - Pirituba, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 60",  60,  2,  1,  1,,   R$ 2.500 /Mês 
"Jardim do Shopping, Caxias do Sul - RS","Apartamento com 2 Quartos para Aluguel, 85",  85,  2,  2,  2,"['Cozinha', 'Varanda']",   R$ 1.250 /Mês 
"Centro, Valinhos - SP","Sala/Conjunto com 3 Quartos para Venda/Aluguel 129",  129,  3,  4,  2,,   R$ 1.200 /Mês 
"Avenida Santa Catarina, 360 - Jardim Brasil, Araraquara - SP","Casa com 3 Quartos para Aluguel, 177",  177,  3,  3,  2,"['Ar-condicionado', 'Área de serviço', 'Quintal', 'Aceita animais']",   R$ 2.000 /Mês 
"Cidade Jardim Cumbica, Guarulhos - SP","Ponto comercial/Loja/Box    para Aluguel, 60",  60,,  1,  --,,   R$ 1.950 /Mês 
"Vila Santa Cruz, São José do Rio Preto - SP","Sala/Conjunto    para Aluguel, 40",  40,,  1,  2,,   R$ 1.700 /Mês 
"Avenida Reserva do Japy, 7000 - Recanto IV Centenário, Jundiaí - SP","Apartamento com 2 Quartos para Aluguel, 50",  50,  2,  1,  1,"['Churrasqueira', 'Condomínio fechado', 'Espaço gourmet', 'Garagem', 'Playground', '...']",   R$ 1.380 /Mês 
"Vila Romero, São Paulo - SP","Casa com 3 Quartos para Aluguel, 100",  100,  3,  5,  5,"['Garagem', 'Lavanderia', 'Cozinha']",   R$ 6.810 /Mês 
"Jardim Monte Libano, Santo André - SP","Apartamento com 2 Quartos para Aluguel, 50",  50,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Varanda', 'Área de serviço', '...']",   R$ 1.450 /Mês 
"Rua Rodrigues Dórea - Armação, Salvador - BA","Apartamento com  Quarto para Venda/Aluguel 40",  40,  1,  1,  1,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Aceita animais', 'Espaço gourmet', '...']",   R$ 1.999 /Mês 
"Avenida Aldo Borges Leão, 1 - Morada Nova, Uberlândia - MG","Sala/Conjunto    para Aluguel, 42",  42,,  1,  --,,   R$ 500 /Mês 
"Centro, Uberlândia - MG","Sala/Conjunto    para Aluguel, 80",  80,,  2,  1,"['Elevador', 'Aceita animais', 'Garagem', 'Ar-condicionado', 'Área de serviço', '...']",   R$ 1.200 /Mês 
"Rua Rodesia, 370 - Vila Madalena, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 74",  74,  2,  2,  2,"['Playground', 'Interfone']",   R$ 7.499 /Mês 
"Rua Santo André - Boa Vista, São Caetano do Sul - SP","Apartamento com 2 Quartos para Aluguel, 71",  71,  2,  2,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Varanda', '...']",   R$ 3.480 /Mês 
"Rua Alves Guimarães, 1120 - Pinheiros, São Paulo - SP","Apartamento com  Quarto para Aluguel, 44",  44,  1,  1,  1,"['Mobiliado', 'Salão de festas', 'Área de serviço']",   R$ 4.541 /Mês 
"Rua Martins Heredia - Vila Albertina, São Paulo - SP","Sala/Conjunto    para Aluguel, 40",  40,,  1,  --,,   R$ 1.200 /Mês 
"Santa Rosa, Uberlândia - MG","Sala/Conjunto    para Aluguel, 100",  100,,  1,  4,"['Elevador', 'Varanda', 'Aceita animais', 'Garagem', 'Escritório', '...']",   R$ 2.000 /Mês 
"Rua Marambaia - Irajá, Rio de Janeiro - RJ","Kitnet/Conjugado com  Quarto para Aluguel, 25",  25,  1,  1,  --,"['Cozinha', 'Área de serviço']",   R$ 750 /Mês 
"Rua Lydia Marina Ares, 47 - Jardim Sarapiranga, Jundiaí - SP","Casa com 3 Quartos para Aluguel, 120",  120,  3,  2,  2,,   R$ 2.800 /Mês  Preço abaixo do mercado  
"Pacaembu, Uberlândia - MG","Ponto comercial/Loja/Box    para Aluguel, 100",  100,,  1,  4,"['Varanda', 'Aceita animais', 'Garagem', 'Área de serviço', 'Escritório', '...']",   R$ 2.500 /Mês 
"Granada, Uberlândia - MG","Ponto comercial/Loja/Box    para Aluguel, 88",  88,,  1,  2,"['Garagem', 'Cozinha', 'Área de serviço']",   R$ 2.500 /Mês 
"Rua Eugênio de Medeiros, 303 - Pinheiros, São Paulo - SP","Sala/Conjunto    para Aluguel, 1416",  1416,,  --,  40,"['Ar-condicionado', 'Condomínio fechado', 'Interfone', 'TV a cabo']",   R$ 143.300 /Mês 
"Rua Coronel Spínola de Castro - Vila Redentora, São José do Rio Preto - SP","Apartamento com 3 Quartos para Venda/Aluguel 91",  91,  3,  2,  2,"['Elevador', 'Varanda', 'Ar-condicionado', 'Área de serviço', 'Cozinha', '...']",   R$ 2.500 /Mês 
"Rua Arandu, 205 - Brooklin, São Paulo - SP","Sala/Conjunto    para Venda/Aluguel 33",  33,,  1,  1,"['Ar-condicionado', 'Interfone', 'Sistema de alarme', 'Escritório']",   R$ 2.000 /Mês 
"Independência, Porto Alegre - RS","Sala/Conjunto    para Aluguel, 50",  50,,  1,  --,['Elevador'],   R$ 1.745 /Mês 
"Avenida Salmão, 104 - Parque Residencial Aquarius, São José dos Campos - SP","Apartamento com 2 Quartos para Aluguel, 71",  71,  2,  2,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Varanda gourmet', 'Móvel planejado', '...']",   R$ 3.500 /Mês 
"Granada, Uberlândia - MG","Ponto comercial/Loja/Box    para Aluguel, 88",  88,,  1,  2,"['Garagem', 'Cozinha', 'Área de serviço']",   R$ 2.500 /Mês 
"Jardim America, Londrina - PR","Sala/Conjunto    para Aluguel, 51",  51,,  1,  1,,   R$ 2.200 /Mês 
"Limão, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 50",  50,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Aceita animais', 'Área de serviço', '...']",   R$ 2.300 /Mês 
"Jardim Carlu, São Paulo - SP","Casa com  Quarto para Aluguel, 75",  75,  1,  1,  --,"['Lavanderia', 'Cozinha']",   R$ 860 /Mês 
"Rua José Fernandes, 41 - Empresarial Paoletti Jordanesia, Cajamar - SP","Galpão/Depósito/Armazém    para Aluguel, 8163",  8163,,  40,  60,"['Condomínio fechado', 'Interfone', 'Jardim', 'Segurança 24h', 'Escritório']",   R$ 187.740 /Mês 
"Vila Aviação, Bauru - SP","Apartamento com 2 Quartos para Aluguel, 65",  65,  2,  2,  1,,   R$ 3.500 /Mês 
"Rua Benedito da Silva, 895 - Jardim Sao Carlos, São Carlos - SP","Casa com 3 Quartos para Aluguel, 200",  200,  3,  1,  --,,   R$ 2.223 /Mês 
"Rua Comendador Miguel Calfat, 128 - Itaim Bibi, São Paulo - SP","Sala/Conjunto    para Aluguel, 25",  25,,  1,  1,"['Ar-condicionado', 'Loja', 'Elevador', 'Aquecimento', 'Escritório']",   R$ 1.200 /Mês 
"Travessa Chico Luiz, 37 - Centro, São José dos Campos - SP","Apartamento com 2 Quartos para Aluguel, 74",  74,  2,  1,  --,,   R$ 1.900 /Mês 
"Rua Dona Cecília Santana - Vila Granada, São Paulo - SP","Casa de condomínio com 3 Quartos para Aluguel, 150",  150,  3,  3,  4,"['Garagem', 'Jardim', 'Cozinha', 'Interfone', 'Vista exterior', '...']",   R$ 2.100 /Mês  Preço abaixo do mercado  
"Avenida Rouxinol, 174 - Indianópolis, São Paulo - SP","Flat com  Quarto para Aluguel, 42",  42,  1,  1,  1,"['Piscina', 'Mobiliado', 'Elevador', 'Academia', 'Garagem', '...']",   R$ 2.650 /Mês 
"Avenida Joaquim Bernardino de Souza, 5644 - Vila Nova Aliança , Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 40",  40,  2,  1,  1,"['Churrasqueira', 'Condomínio fechado', 'Área de serviço', 'Playground', 'Salão de festas', '...']",   R$ 900 /Mês 
"Estrada do Limoeiro, 465 - Jardim Califórnia, Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 45",  45,  2,  1,  1,"['Portão eletrônico', 'Portaria 24h', 'Aceita animais']",   R$ 1.750 /Mês 
"Rua Ali-Babá, 252 - Jardim Gurilândia, Taubaté - SP","Casa com 2 Quartos à Venda/Aluguel 127",  127,  2,  2,  2,"['Ambientes integrados', 'Área de serviço', 'Armário na cozinha']",   R$ 1.500 /Mês 
"Rua Laranjal do Jari, 200 - Pirituba, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 40",  40,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Aceita animais', '...']",   R$ 1.350 /Mês 
"Quinta da Primavera, Ribeirão Preto - SP","Apartamento com 2 Quartos para Aluguel, 90",  90,  2,  1,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Academia', 'Espaço gourmet', '...']",   R$ 3.600 /Mês 
"Avenida Jamaris, 100 - Moema, São Paulo - SP","Sala/Conjunto    para Aluguel, 31",  31,,  1,  1,"['Aquecimento', 'Ar-condicionado', 'Elevador', 'Escritório']",   R$ 2.300 /Mês 
"Rua Araguaia - Vila Curuçá, Santo André - SP","Apartamento com 2 Quartos para Aluguel, 64",  64,  2,  2,  1,"['Churrasqueira', 'Elevador', 'Piscina', 'Aceita animais']",   R$ 2.300 /Mês 
"Rua São Diego, 520 - Jardim Califórnia, Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 70",  70,  2,  2,  1,"['Piscina', 'Elevador', 'Condomínio fechado', 'Academia', 'Jardim', '...']",   R$ 2.600 /Mês 
"Avenida Cléo de Verberena, 123 - Villa Branca, Jacareí - SP","Casa com 3 Quartos para Aluguel, 165",  165,  3,  2,  2,,   R$ 3.750 /Mês 
"Avenida Deputado Sérgio Cardoso de Almeida, 1980 - Jardim Olhos d Agua, Ribeirão Preto - SP","Apartamento com 2 Quartos para Aluguel, 97",  97,  2,  3,  2,"['Aceita animais', 'Ar-condicionado', 'Área de serviço', 'Varanda gourmet', 'Cozinha', '...']",   R$ 4.800 /Mês 
"Estrada do Limoeiro, 36 - Jardim Califórnia, Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 45",  45,  2,  1,  1,"['Mobiliado', 'Condomínio fechado', 'Aceita animais', 'Playground', 'Portaria 24h', '...']",   R$ 1.750 /Mês 
"Campos Eliseos, Ribeirão Preto - SP","Casa com 2 Quartos para Aluguel, 66",  66,  2,  1,  1,"['Aceita animais', 'Lareira']",   R$ 1.200 /Mês 
"Rua Cândido Fontoura, 1001 - Butantã, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 46",  46,  2,  1,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Academia', '...']",   R$ 1.700 /Mês 
"Rua Batista de Oliveira, 1398 - Granbery, Juiz de Fora - MG","Apartamento com 3 Quartos para Aluguel, 127",  127,  3,  2,  1,"['Cozinha', 'Elevador', 'Interfone', 'Varanda', 'Área de serviço']",   R$ 1.520 /Mês 
"Rua Manabu Mabe, 12 - Loteamento Villa Branca, Jacareí - SP","Casa com 3 Quartos para Aluguel, 165",  165,  3,  2,  2,['Aceita animais'],   R$ 3.750 /Mês 
"Rua José Gonçalves da Mota Jr., 83 - Marapé, Santos - SP","Ponto comercial/Loja/Box    para Aluguel, 40",  40,,  2,  --,"['Depósito', 'Ar-condicionado']",   R$ 1.800 /Mês 
"Rua da Colina, 0 - Alto do Coqueirinho, Salvador - BA","Casa com 2 Quartos para Venda/Aluguel 90",  90,  2,  2,  --,['Aceita animais'],   R$ 500 /Mês 
"Rua Doutor Sinésio da Paixão Nogueira, 195 - Vila Tiradentes, São João de Meriti - RJ","Casa com 2 Quartos para Aluguel, 60",  60,  2,  1,  --,,   R$ 850 /Mês 
"Jardim Cidade Pirituba, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 67",  67,  2,  2,  1,,   R$ 2.300 /Mês 
"Estrada da Posse, Lt 25 Qd 01 - Campo Grande, Rio de Janeiro - RJ","Sala/Conjunto    para Aluguel, 110",  110,,  2,  --,,   R$ 2.000 /Mês 
"Rua 113, 86 - Conjunto Ceara II, Fortaleza - CE","Casa com 3 Quartos para Aluguel, 137",  137,  3,  3,  4,['Área de serviço'],   R$ 1.800 /Mês 
"Centro, Ribeirão Preto - SP","Apartamento com 3 Quartos para Aluguel, 104",  104,  3,  1,  1,"['Cozinha', 'Elevador', 'Interfone', 'Área de serviço', 'Aceita animais']",   R$ 1.400 /Mês 
"Avenida Santa Inês - Parque Mandaqui, São Paulo - SP","Cobertura com 4 Quartos para Venda/Aluguel 142",  142,  4,  5,  3,"['Churrasqueira', 'Elevador', 'Garagem', 'Playground', 'Salão de festas', '...']",   R$ 5.000 /Mês 
"Rua Conde do Pinhal, 2993 - Centro, São Carlos - SP","Casa com 3 Quartos para Aluguel, 90",  90,  3,  2,  2,['Garagem'],   R$ 1.650 /Mês 
"Rua Leonardo Gonçalves Caramuru, 154 - Jardim Emília, Jacareí - SP","Apartamento com 3 Quartos para Aluguel, 85",  85,  3,  2,  2,"['Salão de festas', 'Condomínio fechado', 'Portão eletrônico']",   R$ 1.600 /Mês  Preço abaixo do mercado  
"Rua Presidente Vargas, 0 - Marechal Rondon, Salvador - BA","Casa com 2 Quartos para Venda/Aluguel 80",  80,  2,  1,  --,['Aceita animais'],   R$ 500 /Mês 
"Rua Max Feffer, 01 - Trobogy, Salvador - BA","Casa com 2 Quartos à Venda/Aluguel 60",  60,  2,  2,  --,,   R$ 700 /Mês 
"Rua Padre Eugênio, 1179 - Jardim Jacinto, Jacareí - SP","Casa com 3 Quartos para Aluguel, 150",  150,  3,  3,  2,"['Condomínio fechado', 'Portão eletrônico', 'Portaria 24h', 'Academia', 'Aceita animais']",   R$ 5.500 /Mês 
"Avenida Jorge Madid, 207 - Centro, Jacareí - SP","Apartamento com 3 Quartos para Aluguel, 87",  87,  3,  2,  1,"['Churrasqueira', 'Condomínio fechado', 'Aceita animais', 'Playground', 'Portaria 24h', '...']",   R$ 2.800 /Mês 
"Rua Guaicurus, 1285 - Água Branca, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 44",  44,  2,  1,  --,"['Lavanderia', 'Piscina']",   R$ 3.500 /Mês 
"Bairro Pau Preto, Indaiatuba - SP","Apartamento com 2 Quartos para Venda/Aluguel 73",  73,  2,  2,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Academia', '...']",   R$ 3.700 /Mês 
"Santa Mônica, Uberlândia - MG","Apartamento com 3 Quartos para Aluguel, 104",  104,  3,  2,  2,,   R$ 2.500 /Mês 
"Chácaras Reunidas Canadá, Santa Isabel - SP","Fazenda/Sítio/Chácara com 2 Quartos para Aluguel, 1500",  1500,  2,  --,  5,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Quintal', 'Ar-condicionado', '...']",   R$ 1.430 /Mês 
"Santa Mônica, Uberlândia - MG","Apartamento com 2 Quartos para Aluguel, 60",  60,  2,  2,  1,,   R$ 1.100 /Mês 
"Rua Presidente Roosevelt, 416 - Centro, São Leopoldo - RS","Ponto comercial/Loja/Box    para Aluguel, 52",  52,,  1,  --,,   R$ 1.700 /Mês 
"Avenida Moinho Fabrini, 339 - Independência, São Bernardo do Campo - SP","Apartamento com 2 Quartos à Venda/Aluguel 81",  81,  2,  2,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Academia', '...']",   R$ 3.700 /Mês 
"Rua Sinfonia Popular - Jardim Santa Francisca Cabrini, São Paulo - SP","Apartamento com  Quarto para Aluguel, 55",  55,  1,  1,  1,,   R$ 1.650 /Mês 
"Avenida Quinze de Novembro, 413 - Centro, Ferraz de Vasconcelos - SP","Sala/Conjunto    para Aluguel, 54",  54,,  1,  --,,   R$ 1.500 /Mês 
"Rua Apinajés, 445 - Perdizes, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 112",  112,  2,  3,  2,"['Elevador', 'Aceita animais', 'Ar-condicionado', 'Área de serviço', 'Portaria 24h', '...']",   R$ 5.500 /Mês 
"Gleba Fazenda Palhano, Londrina - PR","Apartamento com 3 Quartos para Aluguel, 81",  81,  3,  2,  1,"['Churrasqueira', 'Salão de jogos', 'Salão de festas', 'Armário embutido']",   R$ 2.900 /Mês 
"Vila Diniz, São José do Rio Preto - SP","Casa com 3 Quartos para Aluguel, 100",  100,  3,  1,  1,['Área de serviço'],   R$ 980 /Mês 
"Rua Vera Paranaguá de Souza Dantas, 342 - Jardim Arpoador Zona Oeste, São Paulo - SP","Casa com  Quarto para Aluguel, 50",  50,  1,  1,  1,"['Entrada lateral', 'Ronda/Vigilância', 'Área de serviço', 'Piso frio', 'Aceita animais']",   R$ 1.300 /Mês 
"Rua Maria Otília - Vila Regente Feijó, São Paulo - SP","Apartamento com  Quarto para Aluguel, 43",  43,  1,  1,  1,"['Piscina', 'Mobiliado', 'Elevador', 'Academia', 'Portaria 24h', '...']",   R$ 3.600 /Mês 
"Rua Ibia - Turiaçu, Rio de Janeiro - RJ","Apartamento com 2 Quartos para Aluguel, 62",  62,  2,  2,  1,"['Mobiliado', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Varanda', '...']",   R$ 850 /Mês 
"Rua Fortaleza, 340 - Alto da Glória, Goiânia - GO","Apartamento com 2 Quartos para Aluguel, 78",  78,  2,  3,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Condomínio fechado', '...']",   R$ 4.000 /Mês 
"Rua Pedro Freitas Alves, 0 - Jamil Seme Cury, Ribeirão Preto - SP","Casa com 2 Quartos para Aluguel, 62",  62,  2,  1,  2,"['Cozinha', 'Perto de vias de acesso', 'Área de serviço']",   R$ 1.100 /Mês 
"Avenida Agenor Couto de Magalhães, 222 - Pirituba, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 60",  60,  2,  1,  1,,   R$ 2.500 /Mês 
"Estrada para CATRE - Emaús, Parnamirim - RN","Apartamento com 2 Quartos para Aluguel, 44",  44,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Academia', 'Garagem', '...']",   R$ 1.300 /Mês 
"Rua da Dica, 01 - Nossa Senhora de Aparecida, Manaus - AM","Prédio/Edifício inteiro    para Aluguel, 400",  400,,  --,  --,,   R$ 7.000 /Mês 
"Rua Luís Correia de Melo, 250 - Vila Cruzeiro, São Paulo - SP","Apartamento com  Quarto para Aluguel, 45",  45,  1,  1,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Condomínio fechado', '...']",   R$ 3.600 /Mês 
"Jardim do Shopping, Caxias do Sul - RS","Apartamento com 2 Quartos para Aluguel, 85",  85,  2,  2,  2,"['Cozinha', 'Varanda']",   R$ 1.250 /Mês 
"Rua Antonio Matheus Sobrinho, 145 - Santa Claudina, Vinhedo - SP","Apartamento com 2 Quartos para Venda/Aluguel 88",  88,  2,  2,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Varanda', '...']",   R$ 2.170 /Mês  Preço abaixo do mercado  
"Centro, Valinhos - SP","Sala/Conjunto com 3 Quartos para Venda/Aluguel 129",  129,  3,  4,  2,,   R$ 1.200 /Mês 
"Rua Tucuna, 283 - Perdizes, São Paulo - SP","Imóvel comercial    para Aluguel, 250",  250,,  3,  4,"['Ar-condicionado', 'Varanda', 'Área de serviço']",   R$ 9.700 /Mês 
"Avenida Santa Catarina, 360 - Jardim Brasil, Araraquara - SP","Casa com 3 Quartos para Aluguel, 177",  177,  3,  3,  2,"['Ar-condicionado', 'Área de serviço', 'Quintal', 'Aceita animais']",   R$ 2.000 /Mês 
"Rua das Gardênias, 7 - Ponta D'areia, São Luís - MA","Sala/Conjunto    para Aluguel, 42",  42,,  1,  1,,   R$ 1.800 /Mês 
"Cidade Jardim Cumbica, Guarulhos - SP","Ponto comercial/Loja/Box    para Aluguel, 60",  60,,  1,  --,,   R$ 1.950 /Mês 
"Vila Santa Cruz, São José do Rio Preto - SP","Sala/Conjunto    para Aluguel, 40",  40,,  1,  2,,   R$ 1.700 /Mês 
"Avenida Érico Veríssimo - Menino Deus, Porto Alegre - RS","Sala/Conjunto    para Venda/Aluguel 57",  57,,  1,  1,"['Elevador', 'Interfone']",   R$ 1.500 /Mês 
"Rua Dorvalina Batista, 103 - Nova Palhoça, Palhoça - SC","Casa com 2 Quartos para Aluguel, 68",  68,  2,  2,  2,,   R$ 1.800 /Mês 
"Avenida Farroupilha - Marechal Rondon, Canoas - RS","Apartamento com 3 Quartos para Venda/Aluguel 76",  76,  3,  2,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Jardim', 'Playground', '...']",   R$ 4.000 /Mês 
"Avenida Henrique Moscoso, 1156 - Centro, Vila Velha - ES","Sala/Conjunto    para Aluguel, 22",  22,,  --,  --,,   R$ 600 /Mês 
"Rua Tenente Rosana Ribeiro Restini, 0 - Ribeirao Verde, Ribeirão Preto - SP","Ponto comercial/Loja/Box    para Aluguel, 40",  40,,  1,  1,['Perto de vias de acesso'],   R$ 1.750 /Mês 
"Jardim Monte Libano, Santo André - SP","Apartamento com 2 Quartos para Aluguel, 50",  50,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Varanda', 'Área de serviço', '...']",   R$ 1.450 /Mês 
"Avenida Alterosa - Parque Turistas, Contagem - MG","Sala/Conjunto    para Aluguel, 20",  20,,  1,  --,,   R$ 600 /Mês 
"Avenida Aldo Borges Leão, 1 - Morada Nova, Uberlândia - MG","Sala/Conjunto    para Aluguel, 42",  42,,  1,  --,,   R$ 500 /Mês 
"Rua Santo André - Boa Vista, São Caetano do Sul - SP","Apartamento com 2 Quartos para Aluguel, 71",  71,  2,  2,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Varanda', '...']",   R$ 3.480 /Mês 
"Rua Benedito da Silva, 895 - Jardim Sao Carlos, São Carlos - SP","Casa com 3 Quartos para Aluguel, 200",  200,  3,  1,  --,,   R$ 2.223 /Mês 
"Rua Comendador Miguel Calfat, 128 - Itaim Bibi, São Paulo - SP","Sala/Conjunto    para Aluguel, 25",  25,,  1,  1,"['Ar-condicionado', 'Loja', 'Elevador', 'Aquecimento', 'Escritório']",   R$ 1.200 /Mês 
"Travessa Chico Luiz, 37 - Centro, São José dos Campos - SP","Apartamento com 2 Quartos para Aluguel, 74",  74,  2,  1,  --,,   R$ 1.900 /Mês 
"Rua Dona Cecília Santana - Vila Granada, São Paulo - SP","Casa de condomínio com 3 Quartos para Aluguel, 150",  150,  3,  3,  4,"['Garagem', 'Jardim', 'Cozinha', 'Interfone', 'Vista exterior', '...']",   R$ 2.100 /Mês  Preço abaixo do mercado  
"Avenida Rouxinol, 174 - Indianópolis, São Paulo - SP","Flat com  Quarto para Aluguel, 42",  42,  1,  1,  1,"['Piscina', 'Mobiliado', 'Elevador', 'Academia', 'Garagem', '...']",   R$ 2.650 /Mês 
"Avenida Joaquim Bernardino de Souza, 5644 - Vila Nova Aliança , Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 40",  40,  2,  1,  1,"['Churrasqueira', 'Condomínio fechado', 'Área de serviço', 'Playground', 'Salão de festas', '...']",   R$ 900 /Mês 
"Estrada do Limoeiro, 465 - Jardim Califórnia, Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 45",  45,  2,  1,  1,"['Portão eletrônico', 'Portaria 24h', 'Aceita animais']",   R$ 1.750 /Mês 
"Rua Ali-Babá, 252 - Jardim Gurilândia, Taubaté - SP","Casa com 2 Quartos à Venda/Aluguel 127",  127,  2,  2,  2,"['Ambientes integrados', 'Área de serviço', 'Armário na cozinha']",   R$ 1.500 /Mês 
"Rua Laranjal do Jari, 200 - Pirituba, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 40",  40,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Aceita animais', '...']",   R$ 1.350 /Mês 
"Quinta da Primavera, Ribeirão Preto - SP","Apartamento com 2 Quartos para Aluguel, 90",  90,  2,  1,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Academia', 'Espaço gourmet', '...']",   R$ 3.600 /Mês 
